# Version 1.00
#
freq[Hz];db:Trc1_S11;ang:Trc1_S11;db:Trc2_S22;ang:Trc2_S22;db:Trc3_S21;ang:Trc3_S21;
2.130000000000000E+09;-8.609693208316170E-01;-1.633751847755220E+02;-1.352673631706551E+00;7.486250278834024E+01;-5.486752477187888E+01;2.827135000793969E+01;
2.131250000000000E+09;-8.606389630599405E-01;-1.657190362862548E+02;-1.351296664001891E+00;7.183378356828084E+01;-5.491855000191354E+01;2.563133809230883E+01;
2.132500000000000E+09;-8.616665915388635E-01;-1.680677874803490E+02;-1.348685188999603E+00;6.881280862558769E+01;-5.488117493963194E+01;2.242000688912083E+01;
2.133750000000000E+09;-8.618404649539989E-01;-1.704331884174944E+02;-1.345807057452909E+00;6.578262225330245E+01;-5.473685272556635E+01;2.039872282937276E+01;
2.135000000000000E+09;-8.615668081143223E-01;-1.727714679262083E+02;-1.344928326728877E+00;6.276642964573073E+01;-5.476738109924994E+01;1.645831936165454E+01;
2.136250000000000E+09;-8.606795463849359E-01;-1.751233067569850E+02;-1.344660423771210E+00;5.976070323930667E+01;-5.474912256680118E+01;1.304291218868600E+01;
2.137500000000000E+09;-8.623132814100799E-01;-1.774485887886234E+02;-1.342026176493150E+00;5.675458876073579E+01;-5.475532306796936E+01;1.214721761063851E+01;
2.138750000000000E+09;-8.607853106062462E-01;-1.797808800762986E+02;-1.338818396643367E+00;5.374472033149778E+01;-5.481116939580139E+01;8.610700968415278E+00;
2.140000000000000E+09;-8.623422497409411E-01;1.778917629623077E+02;-1.337802823164495E+00;5.073318629959592E+01;-5.475295088327859E+01;5.531453319142551E+00;
2.141250000000000E+09;-8.611263371916756E-01;1.755253631486613E+02;-1.334997515156696E+00;4.772139574968953E+01;-5.468036443491398E+01;1.094523782395711E+00;
2.142500000000000E+09;-8.607556873413248E-01;1.731873085824841E+02;-1.333566379748594E+00;4.472532333506346E+01;-5.472003905955438E+01;2.583528384204353E-01;
2.143750000000000E+09;-8.583894235878009E-01;1.708429297411285E+02;-1.332220175322822E+00;4.171107396476467E+01;-5.466339338092384E+01;-1.590762181299602E+00;
2.145000000000000E+09;-8.584966283509833E-01;1.685074665779012E+02;-1.332968951659227E+00;3.871223926897002E+01;-5.463433498343480E+01;-5.309735147875833E+00;
2.146250000000000E+09;-8.579250841658070E-01;1.661631409199518E+02;-1.329785140807843E+00;3.570258814266104E+01;-5.481457644621656E+01;-7.063771432198748E+00;
2.147500000000000E+09;-8.575421135659713E-01;1.638387805681829E+02;-1.330612743439044E+00;3.269145248180261E+01;-5.450404447169092E+01;-1.215852075192691E+01;
2.148750000000000E+09;-8.576526626908445E-01;1.615158707530024E+02;-1.328646970902129E+00;2.967689277522010E+01;-5.461594187278254E+01;-1.346753265445902E+01;
2.150000000000000E+09;-8.556604695751641E-01;1.591752016921539E+02;-1.328412855555092E+00;2.667252136373944E+01;-5.462050376134718E+01;-1.629671553106300E+01;
2.151250000000000E+09;-8.558347892040092E-01;1.568505461323204E+02;-1.328112100311112E+00;2.364684731040936E+01;-5.460646359974244E+01;-1.837624851240465E+01;
2.152500000000000E+09;-8.546161330433928E-01;1.545302412313421E+02;-1.328466777650914E+00;2.064554020589187E+01;-5.453005152415685E+01;-2.174715629847295E+01;
2.153750000000000E+09;-8.541111929543002E-01;1.522136747135363E+02;-1.330976204672432E+00;1.763672940473405E+01;-5.431184577886956E+01;-2.269967573921235E+01;
2.155000000000000E+09;-8.524775873013323E-01;1.498861982124063E+02;-1.331803483149227E+00;1.461356697012520E+01;-5.426263034385820E+01;-2.782479590864761E+01;
2.156250000000000E+09;-8.530634527637635E-01;1.475590408786458E+02;-1.332549114098808E+00;1.161254825408236E+01;-5.437161132123832E+01;-2.941581275852286E+01;
2.157500000000000E+09;-8.523541680940918E-01;1.452463357500859E+02;-1.334147507127548E+00;8.586069418953539E+00;-5.432069445363862E+01;-3.220119286718876E+01;
2.158750000000000E+09;-8.507288820210569E-01;1.429417050933062E+02;-1.335244370769535E+00;5.545140240070674E+00;-5.413849257961591E+01;-3.459452782262944E+01;
2.160000000000000E+09;-8.505946713226467E-01;1.406314988344878E+02;-1.335205653542211E+00;2.533996483639990E+00;-5.412054277930469E+01;-3.783850212539702E+01;
2.161250000000000E+09;-8.490425994774425E-01;1.383250671728634E+02;-1.336137951249480E+00;-4.833553965254098E-01;-5.423091633803008E+01;-4.011871478124536E+01;
2.162500000000000E+09;-8.478006713593316E-01;1.360189055786914E+02;-1.336500765149572E+00;-3.508209542466014E+00;-5.424953201583993E+01;-4.378765029188456E+01;
2.163750000000000E+09;-8.452880082055716E-01;1.337207826324686E+02;-1.337280760980329E+00;-6.526069823520415E+00;-5.408997858909966E+01;-4.714264861373137E+01;
2.165000000000000E+09;-8.440115587088342E-01;1.314237483126456E+02;-1.338852948659750E+00;-9.567766845862245E+00;-5.401234079206620E+01;-4.908237007167348E+01;
2.166250000000000E+09;-8.433605816674450E-01;1.291299294152590E+02;-1.339499550711833E+00;-1.258984767651495E+01;-5.398916329811404E+01;-5.185814579823668E+01;
2.167500000000000E+09;-8.426712455554828E-01;1.268331402411931E+02;-1.344817238046894E+00;-1.562695247470896E+01;-5.398220702507388E+01;-5.416280364110870E+01;
2.168750000000000E+09;-8.425816391580183E-01;1.245386874711421E+02;-1.343330877120304E+00;-1.866247754869952E+01;-5.414997997037553E+01;-5.772261856596190E+01;
2.170000000000000E+09;-8.403792850878579E-01;1.222435761009473E+02;-1.346272127176783E+00;-2.169583409427856E+01;-5.390580604735290E+01;-5.995494396614276E+01;
2.171250000000000E+09;-8.393623389664063E-01;1.199350533048232E+02;-1.349584891703617E+00;-2.474448445245807E+01;-5.408996911171550E+01;-6.249846377977409E+01;
2.172500000000000E+09;-8.377010074815570E-01;1.176367070245601E+02;-1.351344908924587E+00;-2.777374674371771E+01;-5.410406086343676E+01;-6.465607554470394E+01;
2.173750000000000E+09;-8.369137782842049E-01;1.153411306597214E+02;-1.353752753080264E+00;-3.082469876266371E+01;-5.393922394291672E+01;-6.751331407606511E+01;
2.175000000000000E+09;-8.342567063834374E-01;1.130415792400124E+02;-1.356555926858037E+00;-3.386882129158814E+01;-5.388083176154942E+01;-7.015076125313739E+01;
2.176250000000000E+09;-8.338779194357410E-01;1.107486552399801E+02;-1.358640008929933E+00;-3.692235430468153E+01;-5.392850858321868E+01;-7.234213815918362E+01;
2.177500000000000E+09;-8.323608813249773E-01;1.084482224702605E+02;-1.361663231699155E+00;-3.999573992132716E+01;-5.389365603306155E+01;-7.432947177728867E+01;
2.178750000000000E+09;-8.320072483156161E-01;1.061531793142798E+02;-1.366234290785643E+00;-4.305077239642783E+01;-5.375362229590224E+01;-7.685159191265603E+01;
2.180000000000000E+09;-8.319316773721240E-01;1.038679987159107E+02;-1.368784721892610E+00;-4.612586212023119E+01;-5.381455672182830E+01;-7.998814107668373E+01;
